pair,resolution,boundary_status,first_valid_open,last_valid_open,discovery_channels
HIGAZERS-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
HIGH-USDT,,EXACT_FULL_HISTORY,2023-02-08T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
HIMAYC-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
HIMEEBITS-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
HIMFERS-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
HIOD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
HIODBS-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
HIP-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
HIPENGUINS-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
HIPPO-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
HIPUNKS-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
HIRENGA-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
HISAND33-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
HISEALS-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
HISQUIGGLE-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
HIUNDEAD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
HIVALHALLA-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
HKD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
HKN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
HLG-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
HLO-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
HLS-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
HMND-USDT,,EXACT_FULL_HISTORY,2023-03-30T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
HMSTR-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
HNL-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
HNT-USDT,,EXACT_FULL_HISTORY,2022-01-05T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
HOLD-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
HOLDCOIN-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
HOLO-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
HOME-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
HON-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
HONEY-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
HOOLI-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
HORD-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
HOT-USDT,,NOT_CONFIRMED,,,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed
HOTCROSS-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
HOUSE-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
HPB-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
HPOS10I-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
HPP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
HQ-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
HRK-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
HSK-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
HST-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
HT-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
HTR-USDT,,EXACT_FULL_HISTORY,2021-01-04T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed
HTX-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
HUF-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
HUMA-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
HYDRA-USDT,,EXACT_FULL_HISTORY,2021-01-14T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
HYPE-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
HYPER-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
HYVE-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
IAG-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
ICE-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
ICNT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
ICP-USDT,,EXACT_FULL_HISTORY,2021-05-11T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
ICPDOWN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
ICPUP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
ICX-USDT,,EXACT_FULL_HISTORY,2022-06-17T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
ID-USDT,,EXACT_FULL_HISTORY,2023-03-22T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
ID3L-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
ID3S-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
IDEA-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
IDEX-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
IDLENFT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
IDOS-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
IDR-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
IGU-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
IHC-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
IHT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
IKA-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
ILA-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
ILS-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
ILV-USDT,,EXACT_FULL_HISTORY,2021-09-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
ILY-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
IMT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
IMU-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
IMX-USDT,,EXACT_FULL_HISTORY,2021-11-29T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
IN-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
INC-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
INDI-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
INFOFI-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
INFRA-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
ING-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
INIT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
INJ-USDT,,EXACT_FULL_HISTORY,2021-10-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
INJDOWN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
INJUP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
INR-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
INS-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
INSP-USDT,,EXACT_FULL_HISTORY,2023-12-06T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
INVALID-USDT,,NOT_CONFIRMED,,,rd18_p0_historical_evidence
INX-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
IO-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
IOG-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
IOI-USDT,,NOT_CONFIRMED,,,announcement_listing
IOIOLD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
ION-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
IOST-USDT,,EXACT_FULL_HISTORY,2021-03-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
IOTA-USDT,,EXACT_FULL_HISTORY,2021-12-31T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
IOTX-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
IR-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
IRL-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
IRON-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
IRR-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
IRYS-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
ISK-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
ISLAND-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
ISLM-USDT,,EXACT_FULL_HISTORY,2023-10-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
ISME-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
ISP-USDT,,EXACT_FULL_HISTORY,2021-11-05T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
ISSP-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
ITAMCUBE-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
ITC-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
ITHACA-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
IXS-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
IZI-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
J-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
J8T-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
JAILSTOOL-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
JAM-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
JAR-USDT,,NOT_CONFIRMED,,,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed
JASMY-USDT,,EXACT_FULL_HISTORY,2021-10-27T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
JASMY3L-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
JASMY3S-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
JCT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
JELLYJELLY-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
JNT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
JPY-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
JST-USDT,,EXACT_FULL_HISTORY,2020-08-06T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
JTO-USDT,,EXACT_FULL_HISTORY,2023-12-07T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
JTODOWN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
JTOUP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
JUC-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
JUP-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
JUP1-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
K-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
KACE-USDT,,EXACT_FULL_HISTORY,2024-01-12T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
KAGI-USDT,,NOT_CONFIRMED,,,announcement_listing
KAI-USDT,,NOT_CONFIRMED,,,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed
KAIA-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
KAIO-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
KAITO-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
KALT-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
KAR-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
KARA-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
KARATE-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
KARRAT-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
KAS-USDT,,EXACT_FULL_HISTORY,2023-05-06T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
KASDOWN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
KASUP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
KAT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
KATOLD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
KAVA-USDT,,EXACT_FULL_HISTORY,2021-11-24T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
KAVADOWN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
KAVAUP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
KCS-USDT,,EXACT_FULL_HISTORY,2017-10-23T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence
KDA-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
KDON-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
KEEP-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
KERNEL-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
KES-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
KEY-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
KGEN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
KGS-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
KHR-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
KICK-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
KICKS-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
KILO-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
KIMA-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
KIN-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
KING-USDT,,NOT_CONFIRMED,,,announcement_listing
KINGOLD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
KINOLD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
KIP-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
KITE-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
KLAY-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence
KLINK-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
KLUB-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
KLV-USDT,,EXACT_FULL_HISTORY,2021-02-05T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
KMA-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
KMD-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
KMNO-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
KNC-USDT,,EXACT_FULL_HISTORY,2022-04-26T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
KNGL-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
KOK-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
KOL-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
KOMA-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
KONET-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
KONG-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
KONO-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
KORI-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
KOS-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
KP3R-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
KPOL-USDT,,EXACT_FULL_HISTORY,2020-04-10T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
KRL-USDT,,EXACT_FULL_HISTORY,2021-03-16T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
KRW-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
KSM-USDT,,EXACT_FULL_HISTORY,2020-02-12T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
KTS-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
KUCOIN-USDT,,NOT_CONFIRMED,,,announcement_listing
KWD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
KYD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
KYL-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
KYO-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
KZT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
L3-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
LA-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LAB-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LABS-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
LACE-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
LADYS-USDT,,EXACT_FULL_HISTORY,2023-05-22T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
LAI-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LAK-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LALA-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LAOLD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LAT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LAUNCHCOIN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LAVA-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LAVAX-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LAY3R-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
LAYER-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
LAYEROLD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LBP-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
LBR-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LDO-USDT,,EXACT_FULL_HISTORY,2022-07-08T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
LEND-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
LENDS-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
LFT-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
LGCT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LIGHT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LIKE-USDT,,EXACT_FULL_HISTORY,2021-11-23T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
LINA-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
LINADOWN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LINAUP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LINEA-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LINGO-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
LINK-USDT,,EXACT_FULL_HISTORY,2020-08-20T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
LINK3L-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LINK3S-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LISTA-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
LISTING-USDT,,NOT_CONFIRMED,,,announcement_listing
LIT-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed;rd18_p0_historical_evidence
LITH-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
LITOLD-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LKI-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
LKR-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LL-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
LLM-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LMR-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
LMTS-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LMWR-USDT,,EXACT_FULL_HISTORY,2023-05-16T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
LNCHX-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
LOC-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LOCG-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
LOCI-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LOCUS-USDT,,EXACT_FULL_HISTORY,2023-04-21T00:00:00+00:00,2024-12-31T00:00:00+00:00,current_currency_non_causal_seed
LOFI-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LOGX-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
LOKA-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
LOKI-USDT,,NOT_CONFIRMED,,,announcement_explicit_spot_pair;announcement_listing;current_currency_non_causal_seed
LOL-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LON-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
LOOKS-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
LOOM-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LOOMDOWN-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LOOMUP-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LOT-USDT,,NOT_CONFIRMED,,,current_currency_non_causal_seed
LOVE-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
LPOOL-USDT,,NOT_CONFIRMED,,,announcement_listing;current_currency_non_causal_seed
LPT-USDT,,EXACT_FULL_HISTORY,2021-06-30T00:00:00+00:00,2024-12-31T00:00:00+00:00,announcement_listing;current_currency_non_causal_seed
