affected_decisions,cagr,candidate_rows,candidate_sha256,capacity_reduction_decisions,capital_feasible,cash_manifest_sha256,checks,cost_multiplier,evaluated_rows,expectancy_per_trade,final_equity,insufficient_cash_rejections,maximum_drawdown,maximum_open_notional_fraction_observed,maximum_open_risk_fraction_observed,maximum_positions_observed,membership_sha256,minimum_cash,monthly_geometric_return,named_omission,net_return,network_requests,omitted_value,positive_net_return,post_2024_accessed,production_authorized,profit_factor,profit_factor_at_least_one,replacement_decisions,router_decision_counts,run_type,schema_version,sensitivity_conclusion_passed,trade_count,trade_identity_sha256,universe_id,win_rate
65,0.12591602883450914,2172,e9f14f93c78e188c567ac8ad0a387270cdf684739aae933cebad9cabd9d73c9e,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",1.0,2172,81.97934455768353,197883.3374018756,78,0.18824922170819214,1.4985014985014986,0.0225,4,2c826ea00102f24d0a01ed22473f2343da95588fd6c2afa3daf4acd0b1e1be00,27.594472316704923,0.009932078264847766,False,0.9788333740187558,0,DOGE-USDT,True,False,False,1.2041132852991088,True,65,"{""ADMITTED"":1194,""REJECTED_ENGINE_CONFLICT"":146,""REJECTED_ENGINE_COOLDOWN"":45,""REJECTED_INSUFFICIENT_CASH"":78,""REJECTED_MAX_OPEN_RISK"":186,""REJECTED_SAME_SYMBOL_ACTIVE"":523}",LOAO,rd18-p3e-sensitivity-run-v1,True,1194,2c254cc68fc7ca28775bbacd174a0f86c555d2098c5d4a0c6b15e120e9121509,D2,0.39949748743718594
65,-0.017638902863110095,2172,e9f14f93c78e188c567ac8ad0a387270cdf684739aae933cebad9cabd9d73c9e,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",2.0,2172,-8.8495680824211,90265.47510933627,288,0.5267620532478128,1.4985014985014986,0.0225,4,2c826ea00102f24d0a01ed22473f2343da95588fd6c2afa3daf4acd0b1e1be00,45.171516027992766,-0.0014819277085420524,False,-0.09734524890663732,0,DOGE-USDT,False,False,False,0.9805439699383067,False,65,"{""ADMITTED"":1100,""REJECTED_ENGINE_CONFLICT"":146,""REJECTED_ENGINE_COOLDOWN"":40,""REJECTED_INSUFFICIENT_CASH"":288,""REJECTED_MAX_OPEN_RISK"":116,""REJECTED_SAME_SYMBOL_ACTIVE"":482}",LOAO,rd18-p3e-sensitivity-run-v1,False,1100,d9bfe11bb13c29a600280082aa858a2595f62009bdb351ac9b0af15d106445f5,D2,0.32636363636363636
14,0.12786129070214813,2158,a0b1e68a3b5b355b9677c7126639c1b53ed51151de04b8a042d1b5ba89c031b2,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",1.0,2158,83.91507429086093,199858.93840612593,78,0.19601332988114606,1.4985014985014986,0.0225,4,a5a7ddba57f8fb21a7bc19711537095ed99036148510833104613376ab23b38b,27.594472316704923,0.010077369471668929,False,0.9985893840612594,0,DOT-USDT,True,False,False,1.2080499811315235,True,14,"{""ADMITTED"":1190,""REJECTED_ENGINE_CONFLICT"":152,""REJECTED_ENGINE_COOLDOWN"":47,""REJECTED_INSUFFICIENT_CASH"":78,""REJECTED_MAX_OPEN_RISK"":166,""REJECTED_SAME_SYMBOL_ACTIVE"":525}",LOAO,rd18-p3e-sensitivity-run-v1,True,1190,aacddd6a5332e9a1aac81ae425a417273018532e47209cdef4277d0e615e5663,D2,0.39747899159663863
14,-0.015533855502603444,2158,a0b1e68a3b5b355b9677c7126639c1b53ed51151de04b8a042d1b5ba89c031b2,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",2.0,2158,-7.82534777194163,91384.29210309168,258,0.5346954826032776,1.4985014985014986,0.0225,4,a5a7ddba57f8fb21a7bc19711537095ed99036148510833104613376ab23b38b,45.171516027992766,-0.0013037968190181548,False,-0.0861570789690832,0,DOT-USDT,False,False,False,0.9827038202023587,False,14,"{""ADMITTED"":1101,""REJECTED_ENGINE_CONFLICT"":152,""REJECTED_ENGINE_COOLDOWN"":43,""REJECTED_INSUFFICIENT_CASH"":258,""REJECTED_MAX_OPEN_RISK"":121,""REJECTED_SAME_SYMBOL_ACTIVE"":483}",LOAO,rd18-p3e-sensitivity-run-v1,False,1101,72ba2ec2189141c08f43418de57e47ea1cc109c28167e4060d5793526856a17a,D2,0.32697547683923706
301,0.01780967310672188,2061,191eb6e93220aadd2a058c4f8cd4c3d671e07e0fb8ac1bc937497cd331962d7f,38,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",1.0,2061,9.274026195246591,110692.95220312,146,0.3834909650577588,1.4985014985014986,0.0225,3,c21e86e43aa7c810c8123d622a8926fefe6ae3f6950533d514a9c45d94b61ebd,34.71574238780886,0.0014721608217385107,False,0.1069295220312001,0,ETH-USDT,True,False,False,1.0218146874020508,True,263,"{""ADMITTED"":1153,""REJECTED_ENGINE_CONFLICT"":144,""REJECTED_ENGINE_COOLDOWN"":48,""REJECTED_INSUFFICIENT_CASH"":146,""REJECTED_MAX_OPEN_RISK"":112,""REJECTED_SAME_SYMBOL_ACTIVE"":458}",LOAO,rd18-p3e-sensitivity-run-v1,True,1153,3017329ba14ff76e22c837b684827fbc79638fba2b996f26ca1108bffc557dfc,D2,0.38248048568950566
301,-0.14094906744548108,2061,191eb6e93220aadd2a058c4f8cd4c3d671e07e0fb8ac1bc937497cd331962d7f,38,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",2.0,2061,-59.11290622613191,41714.67446103353,445,0.7229549926751258,1.4095057143420822,0.0225,3,c21e86e43aa7c810c8123d622a8926fefe6ae3f6950533d514a9c45d94b61ebd,9.922756836429471,-0.012580780731980212,False,-0.5828532553896647,0,ETH-USDT,False,False,False,0.8747048542288506,False,263,"{""ADMITTED"":986,""REJECTED_ENGINE_CONFLICT"":144,""REJECTED_ENGINE_COOLDOWN"":40,""REJECTED_INSUFFICIENT_CASH"":445,""REJECTED_MAX_OPEN_RISK"":50,""REJECTED_SAME_SYMBOL_ACTIVE"":396}",LOAO,rd18-p3e-sensitivity-run-v1,False,986,1a433ba8d850827b43a1895682262edee70480b0456d763d4c452682905112bc,D2,0.32150101419878296
1,0.12684483401474744,2160,242f112a0ce9bbedc25b48687090ff60d32db47662ba671353e4c8e4021cb137,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",1.0,2160,82.56023884081517,198824.60589245718,78,0.19755285624319863,1.4985014985014986,0.0225,4,dc71f0efd647cad917a136b026c3d18f6008a9bfb2d1a9f5cbc2de7b8ef32c13,27.594472316704923,0.010001479212237374,False,0.9882460589245718,0,FIL-USDT,True,False,False,1.2045134036841962,True,1,"{""ADMITTED"":1197,""REJECTED_ENGINE_CONFLICT"":150,""REJECTED_ENGINE_COOLDOWN"":48,""REJECTED_INSUFFICIENT_CASH"":78,""REJECTED_MAX_OPEN_RISK"":161,""REJECTED_SAME_SYMBOL_ACTIVE"":526}",LOAO,rd18-p3e-sensitivity-run-v1,True,1197,d5ad638ded271003e4b1b54e13079d7599dcc49e85dab8a04440074247b94925,D2,0.39766081871345027
1,-0.02074566789323451,2160,242f112a0ce9bbedc25b48687090ff60d32db47662ba671353e4c8e4021cb137,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",2.0,2160,-10.257267479521893,88634.94763268925,257,0.543754518491057,1.4985014985014986,0.0225,4,dc71f0efd647cad917a136b026c3d18f6008a9bfb2d1a9f5cbc2de7b8ef32c13,45.171516027992766,-0.00174546511277629,False,-0.11365052367310757,0,FIL-USDT,False,False,False,0.9774013102378865,False,1,"{""ADMITTED"":1108,""REJECTED_ENGINE_CONFLICT"":150,""REJECTED_ENGINE_COOLDOWN"":45,""REJECTED_INSUFFICIENT_CASH"":257,""REJECTED_MAX_OPEN_RISK"":116,""REJECTED_SAME_SYMBOL_ACTIVE"":484}",LOAO,rd18-p3e-sensitivity-run-v1,False,1108,2c7ded1301a1a1d47dafad05721e46d218790f5c7e72aa1e4ce0263d88950167,D2,0.3285198555956679
6,0.12599769351662826,2158,93451a9d103d64f747140bd9e88a0b351ba1fbc6a433607d366a5e1ef2c4b77e,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",1.0,2158,81.97987447498508,197965.94999760878,78,0.20109872268185747,1.4985014985014986,0.0225,4,2b34654982215a75b91ef7601598711e9d34d87437396f0db3f46b6e78d1d76a,27.594472316704923,0.009938182408669727,False,0.9796594999760879,0,ICP-USDT,True,False,False,1.2032119819248726,True,6,"{""ADMITTED"":1195,""REJECTED_ENGINE_CONFLICT"":151,""REJECTED_ENGINE_COOLDOWN"":47,""REJECTED_INSUFFICIENT_CASH"":78,""REJECTED_MAX_OPEN_RISK"":160,""REJECTED_SAME_SYMBOL_ACTIVE"":527}",LOAO,rd18-p3e-sensitivity-run-v1,True,1195,b79c19a7ed571d03431936823777d833813e5022e21f1550dc28e1e75effa279,D2,0.39748953974895396
6,-0.022275297785412707,2158,93451a9d103d64f747140bd9e88a0b351ba1fbc6a433607d366a5e1ef2c4b77e,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",2.0,2158,-10.99354730371858,87841.13668208667,257,0.5467300804301698,1.4985014985014986,0.0225,4,2b34654982215a75b91ef7601598711e9d34d87437396f0db3f46b6e78d1d76a,45.171516027992766,-0.0018755006424926446,False,-0.12158863317913338,0,ICP-USDT,False,False,False,0.975800936673197,False,6,"{""ADMITTED"":1106,""REJECTED_ENGINE_CONFLICT"":151,""REJECTED_ENGINE_COOLDOWN"":44,""REJECTED_INSUFFICIENT_CASH"":257,""REJECTED_MAX_OPEN_RISK"":114,""REJECTED_SAME_SYMBOL_ACTIVE"":486}",LOAO,rd18-p3e-sensitivity-run-v1,False,1106,4cd12cfd00ceed8a720d0892529b7f2c006c21ea4e8c0b3a9c37bda029a20d2c,D2,0.3282097649186257
17,0.1250879372685414,2139,4f6c02824cee7e8a316c9288a0e1c6fec439c19f7e6dbe1dee6f35e76583e408,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",1.0,2139,81.96557556312919,197047.24146674643,78,0.20489257976248643,1.4985014985014986,0.0225,4,30d555655eb44c1c0cb64a6f3800cf982e9fef19531f327cabebc8bfc96bbd92,27.594472316704923,0.009870158439396093,False,0.9704724146674644,0,INJ-USDT,True,False,False,1.2044389240275533,True,17,"{""ADMITTED"":1184,""REJECTED_ENGINE_CONFLICT"":150,""REJECTED_ENGINE_COOLDOWN"":47,""REJECTED_INSUFFICIENT_CASH"":78,""REJECTED_MAX_OPEN_RISK"":157,""REJECTED_SAME_SYMBOL_ACTIVE"":523}",LOAO,rd18-p3e-sensitivity-run-v1,True,1184,f0e202b4fd8083f729ab3db8fbaffeb21be8a3948e0fb42f445eb954b7dfa373,D2,0.39949324324324326
17,-0.0221501030704645,2139,4f6c02824cee7e8a316c9288a0e1c6fec439c19f7e6dbe1dee6f35e76583e408,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",2.0,2139,-11.075196210276612,87905.88573837756,261,0.5463658308258088,1.4985014985014986,0.0225,4,30d555655eb44c1c0cb64a6f3800cf982e9fef19531f327cabebc8bfc96bbd92,12.66280230369739,-0.0018648506968567125,False,-0.12094114261622435,0,INJ-USDT,False,False,False,0.9754664733578431,False,17,"{""ADMITTED"":1092,""REJECTED_ENGINE_CONFLICT"":150,""REJECTED_ENGINE_COOLDOWN"":44,""REJECTED_INSUFFICIENT_CASH"":261,""REJECTED_MAX_OPEN_RISK"":112,""REJECTED_SAME_SYMBOL_ACTIVE"":480}",LOAO,rd18-p3e-sensitivity-run-v1,False,1092,be7cb8b6b05dd6622573ac5ea9d5d1d66e293adae7bc68fbce9799720c017212,D2,0.32875457875457875
114,0.07288483566825033,2213,94861c03e1d857d4bd8cd4361e8fadb6cca9beb3a7eafe58f0f9d637dcaf171d,38,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",1.0,2213,41.73016046410565,149909.27191507118,133,0.23827723259660294,1.4985014985014986,0.0225,4,29f019dc9f715306ee35eac06ecb69e0979a55a6b15915642266d8293e83840c,268.15248517318105,0.005879812686260699,False,0.49909271915071174,0,KCS-USDT,True,False,False,1.1029649502517236,True,76,"{""ADMITTED"":1196,""REJECTED_ENGINE_CONFLICT"":153,""REJECTED_ENGINE_COOLDOWN"":48,""REJECTED_INSUFFICIENT_CASH"":133,""REJECTED_MAX_OPEN_RISK"":165,""REJECTED_SAME_SYMBOL_ACTIVE"":518}",LOAO,rd18-p3e-sensitivity-run-v1,True,1196,5afb84869456de90deda0be6d76402148f419d0bb35a0138f6b0acebdb2afc73,D2,0.3996655518394649
114,-0.07085952755568836,2213,94861c03e1d857d4bd8cd4361e8fadb6cca9beb3a7eafe58f0f9d637dcaf171d,38,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",2.0,2213,-35.04995863982651,65510.84069841025,547,0.6493101948740186,1.3720743806982152,0.0225,3,29f019dc9f715306ee35eac06ecb69e0979a55a6b15915642266d8293e83840c,206.82536880551925,-0.006105894743159701,False,-0.34489159301589756,0,KCS-USDT,False,False,False,0.9234092252641518,False,76,"{""ADMITTED"":984,""REJECTED_ENGINE_CONFLICT"":153,""REJECTED_ENGINE_COOLDOWN"":39,""REJECTED_INSUFFICIENT_CASH"":547,""REJECTED_MAX_OPEN_RISK"":59,""REJECTED_SAME_SYMBOL_ACTIVE"":431}",LOAO,rd18-p3e-sensitivity-run-v1,False,984,678190e6b90632ce68e5649805c4eb9d7dc0881cfb7e294abcb29b2e7b7e49bb,D2,0.3333333333333333
5,0.13570485597730775,2163,1fa6e623aec5139bcf3092afc4c156a0e74486da5a7a110714a174551dae3a71,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",1.0,2163,89.99247008876499,207990.96410651965,78,0.16002558880913487,1.4985014985014986,0.0225,4,b44dae3d4ac0158f213269970edfe8664ed6ac8c7db942091a70e0aa45c775bd,27.594472316704923,0.010660882917433945,False,1.0799096410651963,0,LINK-USDT,True,False,False,1.2225627266248944,True,5,"{""ADMITTED"":1200,""REJECTED_ENGINE_CONFLICT"":151,""REJECTED_ENGINE_COOLDOWN"":48,""REJECTED_INSUFFICIENT_CASH"":78,""REJECTED_MAX_OPEN_RISK"":160,""REJECTED_SAME_SYMBOL_ACTIVE"":526}",LOAO,rd18-p3e-sensitivity-run-v1,True,1200,aea1bbc9e12034dfb77d492758a7c4d47a273d62f555ce3edef97e4a8d573d4f,D2,0.3958333333333333
5,-0.007841119121563267,2163,1fa6e623aec5139bcf3092afc4c156a0e74486da5a7a110714a174551dae3a71,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",2.0,2163,-3.9405219769661692,95570.85329788957,228,0.5124785327631877,1.4985014985014986,0.0225,4,b44dae3d4ac0158f213269970edfe8664ed6ac8c7db942091a70e0aa45c775bd,45.171516027992766,-0.000655786739988895,False,-0.044291467021104314,0,LINK-USDT,False,False,False,0.9913288009160505,False,5,"{""ADMITTED"":1124,""REJECTED_ENGINE_CONFLICT"":151,""REJECTED_ENGINE_COOLDOWN"":45,""REJECTED_INSUFFICIENT_CASH"":228,""REJECTED_MAX_OPEN_RISK"":122,""REJECTED_SAME_SYMBOL_ACTIVE"":493}",LOAO,rd18-p3e-sensitivity-run-v1,False,1124,27fc49230eb330352a12a7510092ff471de4f4f9c398ee050daab9b8a3620288,D2,0.32562277580071175
122,0.1434756829781001,2162,0c319014342c9825b7d2ad21e40d8d2479ef2302752f16d294d3a848b9423125,38,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",1.0,2162,96.9293872286203,216315.2646743458,79,0.17415041229029737,1.4985014985014986,0.0225,4,f3edccd47d6a7fd984b231ff8e586d37f64cd13f6bba932404e28528976421fc,17.99462735420093,0.011235353509565948,False,1.163152646743458,0,LTC-USDT,True,False,False,1.2412411420699185,True,84,"{""ADMITTED"":1200,""REJECTED_ENGINE_CONFLICT"":151,""REJECTED_ENGINE_COOLDOWN"":53,""REJECTED_INSUFFICIENT_CASH"":79,""REJECTED_MAX_OPEN_RISK"":150,""REJECTED_SAME_SYMBOL_ACTIVE"":529}",LOAO,rd18-p3e-sensitivity-run-v1,True,1200,03682dc6ced42170beb2b89e813aeee49e373ec7773255ba4c3ef918820073fb,D2,0.4
122,0.009673537525373366,2162,0c319014342c9825b7d2ad21e40d8d2479ef2302752f16d294d3a848b9423125,38,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",2.0,2162,4.966490325011351,105696.56440278758,185,0.5069334708533579,1.4985014985014986,0.0225,4,f3edccd47d6a7fd984b231ff8e586d37f64cd13f6bba932404e28528976421fc,16.81176354537456,0.000802575927687732,False,0.05696564402787585,0,LTC-USDT,True,False,False,1.011026236680102,True,84,"{""ADMITTED"":1147,""REJECTED_ENGINE_CONFLICT"":151,""REJECTED_ENGINE_COOLDOWN"":51,""REJECTED_INSUFFICIENT_CASH"":185,""REJECTED_MAX_OPEN_RISK"":128,""REJECTED_SAME_SYMBOL_ACTIVE"":500}",LOAO,rd18-p3e-sensitivity-run-v1,True,1147,710809c786cef88c6d44d622bb715bad9153de2358f499abfae512548b2bbdae,D2,0.3295553618134263
15,0.12586154093011004,2152,81f8ad4f62ecc2ab96db68a3a9496e9c1207541b1714dc00ce9e5868a1113475,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",1.0,2152,82.00187165104141,197828.23287969368,78,0.2016674330457806,1.4985014985014986,0.0225,4,1409421d7ceb210be4c9c83ac2e52c9f0a2ba95d634c4e930d93ca3e4f02b4aa,27.594472316704923,0.009928005262529016,False,0.9782823287969369,0,NEAR-USDT,True,False,False,1.204328373986783,True,15,"{""ADMITTED"":1193,""REJECTED_ENGINE_CONFLICT"":151,""REJECTED_ENGINE_COOLDOWN"":49,""REJECTED_INSUFFICIENT_CASH"":78,""REJECTED_MAX_OPEN_RISK"":159,""REJECTED_SAME_SYMBOL_ACTIVE"":522}",LOAO,rd18-p3e-sensitivity-run-v1,True,1193,e49dede26426c777f10147b1ee59e3765e4bcca655564fce06293b475f966d7f,D2,0.40067057837384745
15,-0.016321164783143494,2152,81f8ad4f62ecc2ab96db68a3a9496e9c1207541b1714dc00ce9e5868a1113475,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",2.0,2152,-8.206621615933132,90964.50960085726,261,0.5383917887287479,1.4985014985014986,0.0225,4,1409421d7ceb210be4c9c83ac2e52c9f0a2ba95d634c4e930d93ca3e4f02b4aa,45.171516027992766,-0.0013703786874522672,False,-0.09035490399142743,0,NEAR-USDT,False,False,False,0.9818528739646554,False,15,"{""ADMITTED"":1101,""REJECTED_ENGINE_CONFLICT"":151,""REJECTED_ENGINE_COOLDOWN"":45,""REJECTED_INSUFFICIENT_CASH"":261,""REJECTED_MAX_OPEN_RISK"":113,""REJECTED_SAME_SYMBOL_ACTIVE"":481}",LOAO,rd18-p3e-sensitivity-run-v1,False,1101,866c240b7701feb308fc39a4daefe5360dc44071846d812c2cf60210daec6543,D2,0.329700272479564
4,0.13127725518433664,2158,8d10d8bca647b87a1ed5c0ddf510e7e513265bdb47c9e68508a83cb7766b493b,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",1.0,2158,86.64510563919177,203367.6110275573,78,0.1787922682872396,1.4985014985014986,0.0225,4,220460ac4e6a86d274d15b4a966f8f25e357631e0d1fe7a73955cae28e8e2271,27.594472316704923,0.010331952194442495,False,1.033676110275573,0,OP-USDT,True,False,False,1.2159225801892064,True,4,"{""ADMITTED"":1193,""REJECTED_ENGINE_CONFLICT"":150,""REJECTED_ENGINE_COOLDOWN"":47,""REJECTED_INSUFFICIENT_CASH"":78,""REJECTED_MAX_OPEN_RISK"":163,""REJECTED_SAME_SYMBOL_ACTIVE"":527}",LOAO,rd18-p3e-sensitivity-run-v1,True,1193,5bfa30ff60cfb9eb648138b8fa0cbe387c04cc925dd1ab57ea9f0c40671a6072,D2,0.3989941324392288
4,-0.01258758293814033,2158,8d10d8bca647b87a1ed5c0ddf510e7e513265bdb47c9e68508a83cb7766b493b,0,True,8836b397e594eaaa696523cf9c2dfc5b475ab3cbd81a2a7cf36e8b4a5c0bcca9,"{""cash_route_feasible"":true,""final_cash_equity_reconciled"":true,""maximum_open_risk_respected"":true,""maximum_positions_respected"":true,""metric_capital_feasible"":true,""metric_minimum_cash_nonnegative"":true,""route_minimum_cash_nonnegative"":true}",2.0,2158,-6.351008031829745,92969.43410876395,254,0.5271129686097709,1.4985014985014986,0.0225,4,220460ac4e6a86d274d15b4a966f8f25e357631e0d1fe7a73955cae28e8e2271,27.798236067821563,-0.0010550661694846974,False,-0.07030565891236051,0,OP-USDT,False,False,False,0.9858995727509539,False,4,"{""ADMITTED"":1107,""REJECTED_ENGINE_CONFLICT"":150,""REJECTED_ENGINE_COOLDOWN"":43,""REJECTED_INSUFFICIENT_CASH"":254,""REJECTED_MAX_OPEN_RISK"":118,""REJECTED_SAME_SYMBOL_ACTIVE"":486}",LOAO,rd18-p3e-sensitivity-run-v1,False,1107,f69a95c277c29be25c6d2ece9603c2c767180adcefd6d3278cc694bac0c50add,D2,0.3288166214995483
