pair,canonical_asset_id,identity_status,duplicate_period,temporal_identity_status
FRONT-USDT,FRONT,HIGH,False,RESOLVED_OR_EXCLUDED
FRONTDOWN-USDT,FRONTDOWN,HIGH,False,RESOLVED_OR_EXCLUDED
FRONTUP-USDT,FRONTUP,HIGH,False,RESOLVED_OR_EXCLUDED
FRR-USDT,FRR,HIGH,False,RESOLVED_OR_EXCLUDED
FSN-USDT,FSN,HIGH,False,RESOLVED_OR_EXCLUDED
FST-USDT,FST,HIGH,False,RESOLVED_OR_EXCLUDED
FT-USDT,FT,HIGH,False,RESOLVED_OR_EXCLUDED
FTG-USDT,FTG,HIGH,False,RESOLVED_OR_EXCLUDED
FTM-USDT,FTM,HIGH,False,RESOLVED_OR_EXCLUDED
FTM3L-USDT,FTM3L,HIGH,False,RESOLVED_OR_EXCLUDED
FTM3S-USDT,FTM3S,HIGH,False,RESOLVED_OR_EXCLUDED
FTOLD-USDT,FTOLD,HIGH,False,RESOLVED_OR_EXCLUDED
FTON-USDT,FTON,HIGH,False,RESOLVED_OR_EXCLUDED
FTT-USDT,FTT,HIGH,False,RESOLVED_OR_EXCLUDED
FUEL-USDT,FUEL,HIGH,False,RESOLVED_OR_EXCLUDED
FUN-USDT,FUN,HIGH,False,RESOLVED_OR_EXCLUDED
FURY-USDT,FURY,HIGH,False,RESOLVED_OR_EXCLUDED
FWOG-USDT,FWOG,HIGH,False,RESOLVED_OR_EXCLUDED
FX-USDT,FX,HIGH,False,RESOLVED_OR_EXCLUDED
FXS-USDT,FXS,HIGH,False,RESOLVED_OR_EXCLUDED
G-USDT,,EXCLUDED_UNMAPPED_OR_INVALID_ASSET,False,RESOLVED_OR_EXCLUDED
G3-USDT,G3,HIGH,False,RESOLVED_OR_EXCLUDED
G7-USDT,G7,HIGH,False,RESOLVED_OR_EXCLUDED
GAFI-USDT,GAFI,HIGH,False,RESOLVED_OR_EXCLUDED
GAIA-USDT,GAIA,HIGH,False,RESOLVED_OR_EXCLUDED
GAIN-USDT,GAIN,HIGH,False,RESOLVED_OR_EXCLUDED
GAL-USDT,GAL,HIGH,False,RESOLVED_OR_EXCLUDED
GALA-USDT,GALA,HIGH,False,RESOLVED_OR_EXCLUDED
GALAX-USDT,GALAX,HIGH,False,RESOLVED_OR_EXCLUDED
GALAX3L-USDT,GALAX3L,HIGH,False,RESOLVED_OR_EXCLUDED
GALAX3S-USDT,GALAX3S,HIGH,False,RESOLVED_OR_EXCLUDED
GALAXY-USDT,GALAXY,HIGH,False,RESOLVED_OR_EXCLUDED
GAME-USDT,GAME,HIGH,False,RESOLVED_OR_EXCLUDED
GAMEAI-USDT,GAMEAI,HIGH,False,RESOLVED_OR_EXCLUDED
GAMMA-USDT,GAMMA,HIGH,False,RESOLVED_OR_EXCLUDED
GARI-USDT,GARI,HIGH,False,RESOLVED_OR_EXCLUDED
GAS-USDT,GAS,HIGH,False,RESOLVED_OR_EXCLUDED
GAT-USDT,GAT,HIGH,False,RESOLVED_OR_EXCLUDED
GBP-USDT,GBP,HIGH,False,RESOLVED_OR_EXCLUDED
GEEQ-USDT,GEEQ,HIGH,False,RESOLVED_OR_EXCLUDED
GEL-USDT,GEL,HIGH,False,RESOLVED_OR_EXCLUDED
GEM-USDT,GEM,HIGH,False,RESOLVED_OR_EXCLUDED
GENIUS-USDT,GENIUS,HIGH,False,RESOLVED_OR_EXCLUDED
GENS-USDT,GENS,HIGH,False,RESOLVED_OR_EXCLUDED
GF-USDT,GF,HIGH,False,RESOLVED_OR_EXCLUDED
GFT-USDT,GFT,HIGH,False,RESOLVED_OR_EXCLUDED
GGC-USDT,GGC,HIGH,False,RESOLVED_OR_EXCLUDED
GGG-USDT,GGG,HIGH,False,RESOLVED_OR_EXCLUDED
GHS-USDT,GHS,HIGH,False,RESOLVED_OR_EXCLUDED
GHST-USDT,GHST,HIGH,False,RESOLVED_OR_EXCLUDED
GHX-USDT,GHX,HIGH,False,RESOLVED_OR_EXCLUDED
GIGA-USDT,GIGA,HIGH,False,RESOLVED_OR_EXCLUDED
GIGGLE-USDT,GIGGLE,HIGH,False,RESOLVED_OR_EXCLUDED
GIZA-USDT,GIZA,HIGH,False,RESOLVED_OR_EXCLUDED
GLA-USDT,GLA,HIGH,False,RESOLVED_OR_EXCLUDED
GLCH-USDT,GLCH,HIGH,False,RESOLVED_OR_EXCLUDED
GLM-USDT,GLM,HIGH,False,RESOLVED_OR_EXCLUDED
GLMR-USDT,GLMR,HIGH,False,RESOLVED_OR_EXCLUDED
GLMRDOWN-USDT,GLMRDOWN,HIGH,False,RESOLVED_OR_EXCLUDED
GLMRUP-USDT,GLMRUP,HIGH,False,RESOLVED_OR_EXCLUDED
GLQ-USDT,GLQ,HIGH,False,RESOLVED_OR_EXCLUDED
GLS-USDT,GLS,HIGH,False,RESOLVED_OR_EXCLUDED
GMB-USDT,GMB,HIGH,False,RESOLVED_OR_EXCLUDED
GMEE-USDT,GMEE,HIGH,False,RESOLVED_OR_EXCLUDED
GMM-USDT,GMM,HIGH,False,RESOLVED_OR_EXCLUDED
GMRX-USDT,GMRX,HIGH,False,RESOLVED_OR_EXCLUDED
GMT-USDT,GMT,HIGH,False,RESOLVED_OR_EXCLUDED
GMT3L-USDT,GMT3L,HIGH,False,RESOLVED_OR_EXCLUDED
GMT3S-USDT,GMT3S,HIGH,False,RESOLVED_OR_EXCLUDED
GMX-USDT,GMX,HIGH,False,RESOLVED_OR_EXCLUDED
GNS-USDT,GNS,HIGH,False,RESOLVED_OR_EXCLUDED
GO-USDT,GO,HIGH,False,RESOLVED_OR_EXCLUDED
GOAL-USDT,GOAL,HIGH,False,RESOLVED_OR_EXCLUDED
GOAT-USDT,GOAT,HIGH,False,RESOLVED_OR_EXCLUDED
GOATS-USDT,GOATS,HIGH,False,RESOLVED_OR_EXCLUDED
GOD-USDT,GOD,HIGH,False,RESOLVED_OR_EXCLUDED
GODL-USDT,GODL,HIGH,False,RESOLVED_OR_EXCLUDED
GODS-USDT,GODS,HIGH,False,RESOLVED_OR_EXCLUDED
GOM2-USDT,GOM2,HIGH,False,RESOLVED_OR_EXCLUDED
GOMINING-USDT,GOMINING,HIGH,False,RESOLVED_OR_EXCLUDED
GORK-USDT,GORK,HIGH,False,RESOLVED_OR_EXCLUDED
GOVI-USDT,GOVI,HIGH,False,RESOLVED_OR_EXCLUDED
GPS-USDT,GPS,HIGH,False,RESOLVED_OR_EXCLUDED
GPT-USDT,GPT,HIGH,False,RESOLVED_OR_EXCLUDED
GRAIL-USDT,GRAIL,HIGH,False,RESOLVED_OR_EXCLUDED
GRAM-USDT,GRAM,HIGH,False,RESOLVED_OR_EXCLUDED
GRAPE-USDT,GRAPE,HIGH,False,RESOLVED_OR_EXCLUDED
GRASS-USDT,GRASS,HIGH,False,RESOLVED_OR_EXCLUDED
GRIFFAIN-USDT,GRIFFAIN,HIGH,False,RESOLVED_OR_EXCLUDED
GRIFT-USDT,GRIFT,HIGH,False,RESOLVED_OR_EXCLUDED
GRIN-USDT,GRIN,HIGH,False,RESOLVED_OR_EXCLUDED
GROVE-USDT,GROVE,HIGH,False,RESOLVED_OR_EXCLUDED
GRT-USDT,GRT,HIGH,False,RESOLVED_OR_EXCLUDED
GRT2L-USDT,GRT2L,HIGH,False,RESOLVED_OR_EXCLUDED
GRT2S-USDT,GRT2S,HIGH,False,RESOLVED_OR_EXCLUDED
GRVT-USDT,GRVT,HIGH,False,RESOLVED_OR_EXCLUDED
GSPI-USDT,GSPI,HIGH,False,RESOLVED_OR_EXCLUDED
GST-USDT,GST,HIGH,False,RESOLVED_OR_EXCLUDED
GTAI-USDT,GTAI,HIGH,False,RESOLVED_OR_EXCLUDED
GTC-USDT,GTC,HIGH,False,RESOLVED_OR_EXCLUDED
GTQ-USDT,GTQ,HIGH,False,RESOLVED_OR_EXCLUDED
GTT-USDT,GTT,HIGH,False,RESOLVED_OR_EXCLUDED
GUN-USDT,GUN,HIGH,False,RESOLVED_OR_EXCLUDED
GVT-USDT,GVT,HIGH,False,RESOLVED_OR_EXCLUDED
GWEI-USDT,GWEI,HIGH,False,RESOLVED_OR_EXCLUDED
GX-USDT,GX,HIGH,False,RESOLVED_OR_EXCLUDED
GYD-USDT,GYD,HIGH,False,RESOLVED_OR_EXCLUDED
GZIL-USDT,GZIL,HIGH,False,RESOLVED_OR_EXCLUDED
H-USDT,,EXCLUDED_UNMAPPED_OR_INVALID_ASSET,False,RESOLVED_OR_EXCLUDED
H1-USDT,H1,HIGH,False,RESOLVED_OR_EXCLUDED
H2O-USDT,H2O,HIGH,False,RESOLVED_OR_EXCLUDED
H3RO3S-USDT,H3RO3S,HIGH,False,RESOLVED_OR_EXCLUDED
HAEDAL-USDT,HAEDAL,HIGH,False,RESOLVED_OR_EXCLUDED
HAI-USDT,HAI,HIGH,False,RESOLVED_OR_EXCLUDED
HAIO-USDT,HAIO,HIGH,False,RESOLVED_OR_EXCLUDED
HAKA-USDT,HAKA,HIGH,False,RESOLVED_OR_EXCLUDED
HALO-USDT,HALO,HIGH,False,RESOLVED_OR_EXCLUDED
HALOOLD-USDT,HALOOLD,HIGH,False,RESOLVED_OR_EXCLUDED
HANA-USDT,HANA,HIGH,False,RESOLVED_OR_EXCLUDED
HAPI-USDT,HAPI,HIGH,False,RESOLVED_OR_EXCLUDED
HAPPY-USDT,HAPPY,HIGH,False,RESOLVED_OR_EXCLUDED
HARD-USDT,HARD,HIGH,False,RESOLVED_OR_EXCLUDED
HAS-USDT,HAS,HIGH,False,RESOLVED_OR_EXCLUDED
HAT-USDT,HAT,HIGH,False,RESOLVED_OR_EXCLUDED
HAVE-USDT,HAVE,HIGH,False,RESOLVED_OR_EXCLUDED
HAWK-USDT,HAWK,HIGH,False,RESOLVED_OR_EXCLUDED
HBAR-USDT,HBAR,HIGH,False,RESOLVED_OR_EXCLUDED
HBB-USDT,HBB,HIGH,False,RESOLVED_OR_EXCLUDED
HC-USDT,HC,HIGH,False,RESOLVED_OR_EXCLUDED
HEART-USDT,HEART,HIGH,False,RESOLVED_OR_EXCLUDED
HEGIC-USDT,HEGIC,HIGH,False,RESOLVED_OR_EXCLUDED
HEI-USDT,HEI,HIGH,False,RESOLVED_OR_EXCLUDED
HERO-USDT,HERO,HIGH,False,RESOLVED_OR_EXCLUDED
HFT-USDT,HFT,HIGH,False,RESOLVED_OR_EXCLUDED
HFUN-USDT,HFUN,HIGH,False,RESOLVED_OR_EXCLUDED
HGP-USDT,HGP,HIGH,False,RESOLVED_OR_EXCLUDED
HIAZUKI-USDT,HIAZUKI,HIGH,False,RESOLVED_OR_EXCLUDED
HIBAKC-USDT,HIBAKC,HIGH,False,RESOLVED_OR_EXCLUDED
HIBAYC-USDT,HIBAYC,HIGH,False,RESOLVED_OR_EXCLUDED
HIBEANZ-USDT,HIBEANZ,HIGH,False,RESOLVED_OR_EXCLUDED
HIBIRDS-USDT,HIBIRDS,HIGH,False,RESOLVED_OR_EXCLUDED
HICLONEX-USDT,HICLONEX,HIGH,False,RESOLVED_OR_EXCLUDED
HICOOLCATS-USDT,HICOOLCATS,HIGH,False,RESOLVED_OR_EXCLUDED
HIDOODLES-USDT,HIDOODLES,HIGH,False,RESOLVED_OR_EXCLUDED
HIENS3-USDT,HIENS3,HIGH,False,RESOLVED_OR_EXCLUDED
HIENS4-USDT,HIENS4,HIGH,False,RESOLVED_OR_EXCLUDED
HIFI-USDT,HIFI,HIGH,False,RESOLVED_OR_EXCLUDED
HIFIDENZA-USDT,HIFIDENZA,HIGH,False,RESOLVED_OR_EXCLUDED
HIFLUF-USDT,HIFLUF,HIGH,False,RESOLVED_OR_EXCLUDED
HIFRIENDS-USDT,HIFRIENDS,HIGH,False,RESOLVED_OR_EXCLUDED
HIGAZERS-USDT,HIGAZERS,HIGH,False,RESOLVED_OR_EXCLUDED
HIGH-USDT,HIGH,HIGH,False,RESOLVED_OR_EXCLUDED
HIMAYC-USDT,HIMAYC,HIGH,False,RESOLVED_OR_EXCLUDED
HIMEEBITS-USDT,HIMEEBITS,HIGH,False,RESOLVED_OR_EXCLUDED
HIMFERS-USDT,HIMFERS,HIGH,False,RESOLVED_OR_EXCLUDED
HIOD-USDT,HIOD,HIGH,False,RESOLVED_OR_EXCLUDED
HIODBS-USDT,HIODBS,HIGH,False,RESOLVED_OR_EXCLUDED
HIP-USDT,HIP,HIGH,False,RESOLVED_OR_EXCLUDED
HIPENGUINS-USDT,HIPENGUINS,HIGH,False,RESOLVED_OR_EXCLUDED
HIPPO-USDT,HIPPO,HIGH,False,RESOLVED_OR_EXCLUDED
HIPUNKS-USDT,HIPUNKS,HIGH,False,RESOLVED_OR_EXCLUDED
HIRENGA-USDT,HIRENGA,HIGH,False,RESOLVED_OR_EXCLUDED
HISAND33-USDT,HISAND33,HIGH,False,RESOLVED_OR_EXCLUDED
HISEALS-USDT,HISEALS,HIGH,False,RESOLVED_OR_EXCLUDED
HISQUIGGLE-USDT,HISQUIGGLE,HIGH,False,RESOLVED_OR_EXCLUDED
HIUNDEAD-USDT,HIUNDEAD,HIGH,False,RESOLVED_OR_EXCLUDED
HIVALHALLA-USDT,HIVALHALLA,HIGH,False,RESOLVED_OR_EXCLUDED
HKD-USDT,HKD,HIGH,False,RESOLVED_OR_EXCLUDED
HKN-USDT,HKN,HIGH,False,RESOLVED_OR_EXCLUDED
HLG-USDT,HLG,HIGH,False,RESOLVED_OR_EXCLUDED
HLO-USDT,HLO,HIGH,False,RESOLVED_OR_EXCLUDED
HLS-USDT,HLS,HIGH,False,RESOLVED_OR_EXCLUDED
HMND-USDT,HMND,HIGH,False,RESOLVED_OR_EXCLUDED
HMSTR-USDT,HMSTR,HIGH,False,RESOLVED_OR_EXCLUDED
HNL-USDT,HNL,HIGH,False,RESOLVED_OR_EXCLUDED
HNT-USDT,HNT,HIGH,False,RESOLVED_OR_EXCLUDED
HOLD-USDT,HOLD,HIGH,False,RESOLVED_OR_EXCLUDED
HOLDCOIN-USDT,HOLDCOIN,HIGH,False,RESOLVED_OR_EXCLUDED
HOLO-USDT,HOLO,HIGH,False,RESOLVED_OR_EXCLUDED
HOME-USDT,HOME,HIGH,False,RESOLVED_OR_EXCLUDED
HON-USDT,HON,HIGH,False,RESOLVED_OR_EXCLUDED
HONEY-USDT,HONEY,HIGH,False,RESOLVED_OR_EXCLUDED
HOOLI-USDT,HOOLI,HIGH,False,RESOLVED_OR_EXCLUDED
HORD-USDT,HORD,HIGH,False,RESOLVED_OR_EXCLUDED
HOT-USDT,HOT,HIGH,False,RESOLVED_OR_EXCLUDED
HOTCROSS-USDT,HOTCROSS,HIGH,False,RESOLVED_OR_EXCLUDED
HOUSE-USDT,HOUSE,HIGH,False,RESOLVED_OR_EXCLUDED
HPB-USDT,HPB,HIGH,False,RESOLVED_OR_EXCLUDED
HPOS10I-USDT,HPOS10I,HIGH,False,RESOLVED_OR_EXCLUDED
HPP-USDT,HPP,HIGH,False,RESOLVED_OR_EXCLUDED
HQ-USDT,HQ,HIGH,False,RESOLVED_OR_EXCLUDED
HRK-USDT,HRK,HIGH,False,RESOLVED_OR_EXCLUDED
HSK-USDT,HSK,HIGH,False,RESOLVED_OR_EXCLUDED
HST-USDT,HST,HIGH,False,RESOLVED_OR_EXCLUDED
HT-USDT,HT,HIGH,False,RESOLVED_OR_EXCLUDED
HTR-USDT,HTR,HIGH,False,RESOLVED_OR_EXCLUDED
HTX-USDT,HTX,HIGH,False,RESOLVED_OR_EXCLUDED
HUF-USDT,HUF,HIGH,False,RESOLVED_OR_EXCLUDED
HUMA-USDT,HUMA,HIGH,False,RESOLVED_OR_EXCLUDED
HYDRA-USDT,HYDRA,HIGH,False,RESOLVED_OR_EXCLUDED
HYPE-USDT,HYPE,HIGH,False,RESOLVED_OR_EXCLUDED
HYPER-USDT,HYPER,HIGH,False,RESOLVED_OR_EXCLUDED
HYVE-USDT,HYVE,HIGH,False,RESOLVED_OR_EXCLUDED
IAG-USDT,IAG,HIGH,False,RESOLVED_OR_EXCLUDED
ICE-USDT,ICE,HIGH,False,RESOLVED_OR_EXCLUDED
ICNT-USDT,ICNT,HIGH,False,RESOLVED_OR_EXCLUDED
ICP-USDT,ICP,HIGH,False,RESOLVED_OR_EXCLUDED
ICPDOWN-USDT,ICPDOWN,HIGH,False,RESOLVED_OR_EXCLUDED
ICPUP-USDT,ICPUP,HIGH,False,RESOLVED_OR_EXCLUDED
ICX-USDT,ICX,HIGH,False,RESOLVED_OR_EXCLUDED
ID-USDT,ID,HIGH,False,RESOLVED_OR_EXCLUDED
ID3L-USDT,ID3L,HIGH,False,RESOLVED_OR_EXCLUDED
ID3S-USDT,ID3S,HIGH,False,RESOLVED_OR_EXCLUDED
IDEA-USDT,IDEA,HIGH,False,RESOLVED_OR_EXCLUDED
IDEX-USDT,IDEX,HIGH,False,RESOLVED_OR_EXCLUDED
IDLENFT-USDT,IDLENFT,HIGH,False,RESOLVED_OR_EXCLUDED
IDOS-USDT,IDOS,HIGH,False,RESOLVED_OR_EXCLUDED
IDR-USDT,IDR,HIGH,False,RESOLVED_OR_EXCLUDED
IGU-USDT,IGU,HIGH,False,RESOLVED_OR_EXCLUDED
IHC-USDT,IHC,HIGH,False,RESOLVED_OR_EXCLUDED
IHT-USDT,IHT,HIGH,False,RESOLVED_OR_EXCLUDED
IKA-USDT,IKA,HIGH,False,RESOLVED_OR_EXCLUDED
ILA-USDT,ILA,HIGH,False,RESOLVED_OR_EXCLUDED
ILS-USDT,ILS,HIGH,False,RESOLVED_OR_EXCLUDED
ILV-USDT,ILV,HIGH,False,RESOLVED_OR_EXCLUDED
ILY-USDT,ILY,HIGH,False,RESOLVED_OR_EXCLUDED
IMT-USDT,IMT,HIGH,False,RESOLVED_OR_EXCLUDED
IMU-USDT,IMU,HIGH,False,RESOLVED_OR_EXCLUDED
IMX-USDT,IMX,HIGH,False,RESOLVED_OR_EXCLUDED
IN-USDT,IN,HIGH,False,RESOLVED_OR_EXCLUDED
INC-USDT,INC,HIGH,False,RESOLVED_OR_EXCLUDED
INDI-USDT,INDI,HIGH,False,RESOLVED_OR_EXCLUDED
INFOFI-USDT,INFOFI,HIGH,False,RESOLVED_OR_EXCLUDED
INFRA-USDT,INFRA,HIGH,False,RESOLVED_OR_EXCLUDED
ING-USDT,ING,HIGH,False,RESOLVED_OR_EXCLUDED
INIT-USDT,INIT,HIGH,False,RESOLVED_OR_EXCLUDED
INJ-USDT,INJ,HIGH,False,RESOLVED_OR_EXCLUDED
INJDOWN-USDT,INJDOWN,HIGH,False,RESOLVED_OR_EXCLUDED
INJUP-USDT,INJUP,HIGH,False,RESOLVED_OR_EXCLUDED
INR-USDT,INR,HIGH,False,RESOLVED_OR_EXCLUDED
INS-USDT,INS,HIGH,False,RESOLVED_OR_EXCLUDED
INSP-USDT,INSP,HIGH,False,RESOLVED_OR_EXCLUDED
INVALID-USDT,INVALID,HIGH,False,RESOLVED_OR_EXCLUDED
INX-USDT,INX,HIGH,False,RESOLVED_OR_EXCLUDED
IO-USDT,IO,HIGH,False,RESOLVED_OR_EXCLUDED
IOG-USDT,IOG,HIGH,False,RESOLVED_OR_EXCLUDED
IOI-USDT,IOI,HIGH,False,RESOLVED_OR_EXCLUDED
IOIOLD-USDT,IOIOLD,HIGH,False,RESOLVED_OR_EXCLUDED
ION-USDT,ION,HIGH,False,RESOLVED_OR_EXCLUDED
IOST-USDT,IOST,HIGH,False,RESOLVED_OR_EXCLUDED
IOTA-USDT,IOTA,HIGH,False,RESOLVED_OR_EXCLUDED
IOTX-USDT,IOTX,HIGH,False,RESOLVED_OR_EXCLUDED
IR-USDT,IR,HIGH,False,RESOLVED_OR_EXCLUDED
IRL-USDT,IRL,HIGH,False,RESOLVED_OR_EXCLUDED
IRON-USDT,IRON,HIGH,False,RESOLVED_OR_EXCLUDED
IRR-USDT,IRR,HIGH,False,RESOLVED_OR_EXCLUDED
IRYS-USDT,IRYS,HIGH,False,RESOLVED_OR_EXCLUDED
ISK-USDT,ISK,HIGH,False,RESOLVED_OR_EXCLUDED
ISLAND-USDT,ISLAND,HIGH,False,RESOLVED_OR_EXCLUDED
ISLM-USDT,ISLM,HIGH,False,RESOLVED_OR_EXCLUDED
ISME-USDT,ISME,HIGH,False,RESOLVED_OR_EXCLUDED
ISP-USDT,ISP,HIGH,False,RESOLVED_OR_EXCLUDED
ISSP-USDT,ISSP,HIGH,False,RESOLVED_OR_EXCLUDED
ITAMCUBE-USDT,ITAMCUBE,HIGH,False,RESOLVED_OR_EXCLUDED
ITC-USDT,ITC,HIGH,False,RESOLVED_OR_EXCLUDED
ITHACA-USDT,ITHACA,HIGH,False,RESOLVED_OR_EXCLUDED
IXS-USDT,IXS,HIGH,False,RESOLVED_OR_EXCLUDED
IZI-USDT,IZI,HIGH,False,RESOLVED_OR_EXCLUDED
J-USDT,,EXCLUDED_UNMAPPED_OR_INVALID_ASSET,False,RESOLVED_OR_EXCLUDED
J8T-USDT,J8T,HIGH,False,RESOLVED_OR_EXCLUDED
JAILSTOOL-USDT,JAILSTOOL,HIGH,False,RESOLVED_OR_EXCLUDED
JAM-USDT,JAM,HIGH,False,RESOLVED_OR_EXCLUDED
JAR-USDT,JAR,HIGH,False,RESOLVED_OR_EXCLUDED
JASMY-USDT,JASMY,HIGH,False,RESOLVED_OR_EXCLUDED
JASMY3L-USDT,JASMY3L,HIGH,False,RESOLVED_OR_EXCLUDED
JASMY3S-USDT,JASMY3S,HIGH,False,RESOLVED_OR_EXCLUDED
JCT-USDT,JCT,HIGH,False,RESOLVED_OR_EXCLUDED
JELLYJELLY-USDT,JELLYJELLY,HIGH,False,RESOLVED_OR_EXCLUDED
JNT-USDT,JNT,HIGH,False,RESOLVED_OR_EXCLUDED
JPY-USDT,JPY,HIGH,False,RESOLVED_OR_EXCLUDED
JST-USDT,JST,HIGH,False,RESOLVED_OR_EXCLUDED
JTO-USDT,JTO,HIGH,False,RESOLVED_OR_EXCLUDED
JTODOWN-USDT,JTODOWN,HIGH,False,RESOLVED_OR_EXCLUDED
JTOUP-USDT,JTOUP,HIGH,False,RESOLVED_OR_EXCLUDED
JUC-USDT,JUC,HIGH,False,RESOLVED_OR_EXCLUDED
JUP-USDT,JUP,HIGH,False,RESOLVED_OR_EXCLUDED
JUP1-USDT,JUP1,HIGH,False,RESOLVED_OR_EXCLUDED
K-USDT,,EXCLUDED_UNMAPPED_OR_INVALID_ASSET,False,RESOLVED_OR_EXCLUDED
KACE-USDT,KACE,HIGH,False,RESOLVED_OR_EXCLUDED
KAGI-USDT,KAGI,HIGH,False,RESOLVED_OR_EXCLUDED
KAI-USDT,KAI,HIGH,False,RESOLVED_OR_EXCLUDED
KAIA-USDT,KAIA,HIGH,False,RESOLVED_OR_EXCLUDED
KAIO-USDT,KAIO,HIGH,False,RESOLVED_OR_EXCLUDED
KAITO-USDT,KAITO,HIGH,False,RESOLVED_OR_EXCLUDED
KALT-USDT,KALT,HIGH,False,RESOLVED_OR_EXCLUDED
KAR-USDT,KAR,HIGH,False,RESOLVED_OR_EXCLUDED
KARA-USDT,KARA,HIGH,False,RESOLVED_OR_EXCLUDED
KARATE-USDT,KARATE,HIGH,False,RESOLVED_OR_EXCLUDED
KARRAT-USDT,KARRAT,HIGH,False,RESOLVED_OR_EXCLUDED
KAS-USDT,KAS,HIGH,False,RESOLVED_OR_EXCLUDED
KASDOWN-USDT,KASDOWN,HIGH,False,RESOLVED_OR_EXCLUDED
KASUP-USDT,KASUP,HIGH,False,RESOLVED_OR_EXCLUDED
KAT-USDT,KAT,HIGH,False,RESOLVED_OR_EXCLUDED
KATOLD-USDT,KATOLD,HIGH,False,RESOLVED_OR_EXCLUDED
KAVA-USDT,KAVA,HIGH,False,RESOLVED_OR_EXCLUDED
KAVADOWN-USDT,KAVADOWN,HIGH,False,RESOLVED_OR_EXCLUDED
KAVAUP-USDT,KAVAUP,HIGH,False,RESOLVED_OR_EXCLUDED
KCS-USDT,KCS,HIGH,False,RESOLVED_OR_EXCLUDED
KDA-USDT,KDA,HIGH,False,RESOLVED_OR_EXCLUDED
KDON-USDT,KDON,HIGH,False,RESOLVED_OR_EXCLUDED
KEEP-USDT,KEEP,HIGH,False,RESOLVED_OR_EXCLUDED
KERNEL-USDT,KERNEL,HIGH,False,RESOLVED_OR_EXCLUDED
KES-USDT,KES,HIGH,False,RESOLVED_OR_EXCLUDED
KEY-USDT,KEY,HIGH,False,RESOLVED_OR_EXCLUDED
KGEN-USDT,KGEN,HIGH,False,RESOLVED_OR_EXCLUDED
KGS-USDT,KGS,HIGH,False,RESOLVED_OR_EXCLUDED
KHR-USDT,KHR,HIGH,False,RESOLVED_OR_EXCLUDED
KICK-USDT,KICK,HIGH,False,RESOLVED_OR_EXCLUDED
KICKS-USDT,KICKS,HIGH,False,RESOLVED_OR_EXCLUDED
KILO-USDT,KILO,HIGH,False,RESOLVED_OR_EXCLUDED
KIMA-USDT,KIMA,HIGH,False,RESOLVED_OR_EXCLUDED
KIN-USDT,KIN,HIGH,False,RESOLVED_OR_EXCLUDED
KING-USDT,KING,HIGH,False,RESOLVED_OR_EXCLUDED
KINGOLD-USDT,KINGOLD,HIGH,False,RESOLVED_OR_EXCLUDED
KINOLD-USDT,KINOLD,HIGH,False,RESOLVED_OR_EXCLUDED
KIP-USDT,KIP,HIGH,False,RESOLVED_OR_EXCLUDED
KITE-USDT,KITE,HIGH,False,RESOLVED_OR_EXCLUDED
KLAY-USDT,KLAY,HIGH,False,RESOLVED_OR_EXCLUDED
KLINK-USDT,KLINK,HIGH,False,RESOLVED_OR_EXCLUDED
KLUB-USDT,KLUB,HIGH,False,RESOLVED_OR_EXCLUDED
KLV-USDT,KLV,HIGH,False,RESOLVED_OR_EXCLUDED
KMA-USDT,KMA,HIGH,False,RESOLVED_OR_EXCLUDED
KMD-USDT,KMD,HIGH,False,RESOLVED_OR_EXCLUDED
KMNO-USDT,KMNO,HIGH,False,RESOLVED_OR_EXCLUDED
KNC-USDT,KNC,HIGH,False,RESOLVED_OR_EXCLUDED
KNGL-USDT,KNGL,HIGH,False,RESOLVED_OR_EXCLUDED
KOK-USDT,KOK,HIGH,False,RESOLVED_OR_EXCLUDED
KOL-USDT,KOL,HIGH,False,RESOLVED_OR_EXCLUDED
KOMA-USDT,KOMA,HIGH,False,RESOLVED_OR_EXCLUDED
KONET-USDT,KONET,HIGH,False,RESOLVED_OR_EXCLUDED
KONG-USDT,KONG,HIGH,False,RESOLVED_OR_EXCLUDED
KONO-USDT,KONO,HIGH,False,RESOLVED_OR_EXCLUDED
KORI-USDT,KORI,HIGH,False,RESOLVED_OR_EXCLUDED
KOS-USDT,KOS,HIGH,False,RESOLVED_OR_EXCLUDED
KP3R-USDT,KP3R,HIGH,False,RESOLVED_OR_EXCLUDED
KPOL-USDT,KPOL,HIGH,False,RESOLVED_OR_EXCLUDED
KRL-USDT,KRL,HIGH,False,RESOLVED_OR_EXCLUDED
KRW-USDT,KRW,HIGH,False,RESOLVED_OR_EXCLUDED
KSM-USDT,KSM,HIGH,False,RESOLVED_OR_EXCLUDED
KTS-USDT,KTS,HIGH,False,RESOLVED_OR_EXCLUDED
KUCOIN-USDT,KUCOIN,HIGH,False,RESOLVED_OR_EXCLUDED
KWD-USDT,KWD,HIGH,False,RESOLVED_OR_EXCLUDED
KYD-USDT,KYD,HIGH,False,RESOLVED_OR_EXCLUDED
KYL-USDT,KYL,HIGH,False,RESOLVED_OR_EXCLUDED
KYO-USDT,KYO,HIGH,False,RESOLVED_OR_EXCLUDED
KZT-USDT,KZT,HIGH,False,RESOLVED_OR_EXCLUDED
L3-USDT,L3,HIGH,False,RESOLVED_OR_EXCLUDED
LA-USDT,LA,HIGH,False,RESOLVED_OR_EXCLUDED
