variant,membership_type,scope,asset,membership_weeks,entry_count,reentry_count,first_entry,final_exit,mean_duration_weeks,median_duration_weeks,maximum_duration_weeks
C2,TOP_10,POST_WARMUP,QNT-USDT,4,1,0,2022-10-17T00:00:00+00:00,2022-11-07T00:00:00+00:00,4.0,4,4
C2,TOP_10,POST_WARMUP,RSR-USDT,3,1,0,2022-10-17T00:00:00+00:00,2022-10-31T00:00:00+00:00,3.0,3,3
C2,TOP_10,POST_WARMUP,RUNE-USDT,7,3,2,2022-03-28T00:00:00+00:00,2023-12-11T00:00:00+00:00,2.3333333333333335,3,3
C2,TOP_10,POST_WARMUP,SAND-USDT,7,1,0,2021-11-29T00:00:00+00:00,2022-01-10T00:00:00+00:00,7.0,7,7
C2,TOP_10,POST_WARMUP,SEI-USDT,1,1,0,2024-01-29T00:00:00+00:00,2024-01-29T00:00:00+00:00,1.0,1,1
C2,TOP_10,POST_WARMUP,SENSO-USDT,11,2,1,2020-06-22T00:00:00+00:00,2020-11-02T00:00:00+00:00,5.5,5.5,9
C2,TOP_10,POST_WARMUP,SHIB-USDT,117,13,12,2021-10-25T00:00:00+00:00,2024-12-30T00:00:00+00:00,9.0,9,20
C2,TOP_10,POST_WARMUP,SOL-USDT,165,1,0,2021-11-08T00:00:00+00:00,2024-12-30T00:00:00+00:00,165.0,165,165
C2,TOP_10,POST_WARMUP,STX-USDT,2,1,0,2023-03-20T00:00:00+00:00,2023-03-27T00:00:00+00:00,2.0,2,2
C2,TOP_10,POST_WARMUP,SUI-USDT,18,2,1,2024-01-29T00:00:00+00:00,2024-12-30T00:00:00+00:00,9.0,9.0,14
C2,TOP_10,POST_WARMUP,TAO-USDT,7,1,0,2024-10-07T00:00:00+00:00,2024-11-18T00:00:00+00:00,7.0,7,7
C2,TOP_10,POST_WARMUP,TEL-USDT,20,3,2,2019-08-05T00:00:00+00:00,2021-08-30T00:00:00+00:00,6.666666666666667,4,15
C2,TOP_10,POST_WARMUP,TRX-USDT,88,5,4,2019-04-01T00:00:00+00:00,2022-07-04T00:00:00+00:00,17.6,6,67
C2,TOP_10,POST_WARMUP,VET-USDT,50,7,6,2019-11-25T00:00:00+00:00,2021-11-15T00:00:00+00:00,7.142857142857143,3,32
C2,TOP_10,POST_WARMUP,WIF-USDT,21,5,4,2024-04-22T00:00:00+00:00,2024-12-02T00:00:00+00:00,4.2,3,12
C2,TOP_10,POST_WARMUP,XCN-USDT,2,1,0,2022-08-29T00:00:00+00:00,2022-09-05T00:00:00+00:00,2.0,2,2
C2,TOP_10,POST_WARMUP,XLM-USDT,42,5,4,2019-04-01T00:00:00+00:00,2023-09-18T00:00:00+00:00,8.4,5,18
C2,TOP_10,POST_WARMUP,XMR-USDT,55,8,7,2022-12-26T00:00:00+00:00,2024-12-30T00:00:00+00:00,6.875,4.0,27
C2,TOP_10,POST_WARMUP,XRP-USDT,301,1,0,2019-04-01T00:00:00+00:00,2024-12-30T00:00:00+00:00,301.0,301,301
C2,TOP_10,POST_WARMUP,XTZ-USDT,34,3,2,2020-03-09T00:00:00+00:00,2020-11-16T00:00:00+00:00,11.333333333333334,2,30
C2,TOP_10,POST_WARMUP,ZEC-USDT,1,1,0,2020-08-24T00:00:00+00:00,2020-08-24T00:00:00+00:00,1.0,1,1
C2,TOP_10,POST_WARMUP,ZIL-USDT,1,1,0,2022-04-25T00:00:00+00:00,2022-04-25T00:00:00+00:00,1.0,1,1
C2,TOP_6_TOP_8_HYSTERESIS,FULL,ADA,68,3,2,2020-07-20T00:00:00+00:00,2022-11-14T00:00:00+00:00,22.666666666666668,23,39
C2,TOP_6_TOP_8_HYSTERESIS,FULL,ATOM,27,3,2,2020-09-07T00:00:00+00:00,2022-04-04T00:00:00+00:00,9.0,11,12
C2,TOP_6_TOP_8_HYSTERESIS,FULL,AVAX,48,2,1,2021-12-27T00:00:00+00:00,2024-02-19T00:00:00+00:00,24.0,24.0,39
C2,TOP_6_TOP_8_HYSTERESIS,FULL,BCHSV,68,2,1,2019-09-02T00:00:00+00:00,2021-02-08T00:00:00+00:00,34.0,34.0,53
C2,TOP_6_TOP_8_HYSTERESIS,FULL,BNB,1,1,0,2021-11-22T00:00:00+00:00,2021-11-22T00:00:00+00:00,1.0,1,1
C2,TOP_6_TOP_8_HYSTERESIS,FULL,BTC,310,1,0,2019-01-28T00:00:00+00:00,2024-12-30T00:00:00+00:00,310.0,310,310
C2,TOP_6_TOP_8_HYSTERESIS,FULL,DOGE,52,5,4,2021-05-17T00:00:00+00:00,2024-06-24T00:00:00+00:00,10.4,11,19
C2,TOP_6_TOP_8_HYSTERESIS,FULL,DOT,20,2,1,2021-08-16T00:00:00+00:00,2022-02-07T00:00:00+00:00,10.0,10.0,16
C2,TOP_6_TOP_8_HYSTERESIS,FULL,ETH,310,1,0,2019-01-28T00:00:00+00:00,2024-12-30T00:00:00+00:00,310.0,310,310
C2,TOP_6_TOP_8_HYSTERESIS,FULL,FET,3,1,0,2024-09-30T00:00:00+00:00,2024-10-14T00:00:00+00:00,3.0,3,3
C2,TOP_6_TOP_8_HYSTERESIS,FULL,GRAM,9,2,1,2023-04-17T00:00:00+00:00,2024-09-23T00:00:00+00:00,4.5,4.5,6
C2,TOP_6_TOP_8_HYSTERESIS,FULL,ICP,5,1,0,2024-02-12T00:00:00+00:00,2024-03-11T00:00:00+00:00,5.0,5,5
C2,TOP_6_TOP_8_HYSTERESIS,FULL,INJ,8,2,1,2023-05-15T00:00:00+00:00,2024-02-05T00:00:00+00:00,4.0,4.0,7
C2,TOP_6_TOP_8_HYSTERESIS,FULL,JASMY,8,2,1,2022-04-11T00:00:00+00:00,2024-07-01T00:00:00+00:00,4.0,4.0,6
C2,TOP_6_TOP_8_HYSTERESIS,FULL,KAS,4,1,0,2023-11-27T00:00:00+00:00,2023-12-18T00:00:00+00:00,4.0,4,4
C2,TOP_6_TOP_8_HYSTERESIS,FULL,KCS,118,2,1,2019-03-11T00:00:00+00:00,2021-08-09T00:00:00+00:00,59.0,59.0,114
C2,TOP_6_TOP_8_HYSTERESIS,FULL,LINK,6,1,0,2023-11-13T00:00:00+00:00,2023-12-18T00:00:00+00:00,6.0,6,6
C2,TOP_6_TOP_8_HYSTERESIS,FULL,LTC,114,4,3,2019-03-18T00:00:00+00:00,2023-09-04T00:00:00+00:00,28.5,18.0,70
C2,TOP_6_TOP_8_HYSTERESIS,FULL,LUNC,10,1,0,2022-09-26T00:00:00+00:00,2022-11-28T00:00:00+00:00,10.0,10,10
C2,TOP_6_TOP_8_HYSTERESIS,FULL,MANA,4,1,0,2021-11-29T00:00:00+00:00,2021-12-20T00:00:00+00:00,4.0,4,4
C2,TOP_6_TOP_8_HYSTERESIS,FULL,NEAR,14,3,2,2022-01-31T00:00:00+00:00,2024-06-03T00:00:00+00:00,4.666666666666667,4,7
C2,TOP_6_TOP_8_HYSTERESIS,FULL,NEO,24,1,0,2019-03-18T00:00:00+00:00,2019-08-26T00:00:00+00:00,24.0,24,24
C2,TOP_6_TOP_8_HYSTERESIS,FULL,ONDO,6,1,0,2024-07-01T00:00:00+00:00,2024-08-05T00:00:00+00:00,6.0,6,6
C2,TOP_6_TOP_8_HYSTERESIS,FULL,OP,4,1,0,2023-03-13T00:00:00+00:00,2023-04-03T00:00:00+00:00,4.0,4,4
C2,TOP_6_TOP_8_HYSTERESIS,FULL,PEPE,38,2,1,2024-03-11T00:00:00+00:00,2024-12-30T00:00:00+00:00,19.0,19.0,33
C2,TOP_6_TOP_8_HYSTERESIS,FULL,SAND,6,1,0,2021-12-06T00:00:00+00:00,2022-01-10T00:00:00+00:00,6.0,6,6
C2,TOP_6_TOP_8_HYSTERESIS,FULL,SHIB,45,5,4,2021-10-25T00:00:00+00:00,2024-06-17T00:00:00+00:00,9.0,11,14
C2,TOP_6_TOP_8_HYSTERESIS,FULL,SOL,151,1,0,2022-02-14T00:00:00+00:00,2024-12-30T00:00:00+00:00,151.0,151,151
C2,TOP_6_TOP_8_HYSTERESIS,FULL,SUI,11,1,0,2024-10-21T00:00:00+00:00,2024-12-30T00:00:00+00:00,11.0,11,11
C2,TOP_6_TOP_8_HYSTERESIS,FULL,TRX,6,1,0,2020-09-21T00:00:00+00:00,2020-10-26T00:00:00+00:00,6.0,6,6
C2,TOP_6_TOP_8_HYSTERESIS,FULL,VET,13,1,0,2021-04-19T00:00:00+00:00,2021-07-12T00:00:00+00:00,13.0,13,13
C2,TOP_6_TOP_8_HYSTERESIS,FULL,WIF,4,1,0,2024-08-12T00:00:00+00:00,2024-09-02T00:00:00+00:00,4.0,4,4
C2,TOP_6_TOP_8_HYSTERESIS,FULL,XMR,23,3,2,2023-05-29T00:00:00+00:00,2024-03-04T00:00:00+00:00,7.666666666666667,9,12
C2,TOP_6_TOP_8_HYSTERESIS,FULL,XRP,292,3,2,2019-03-18T00:00:00+00:00,2024-12-30T00:00:00+00:00,97.33333333333333,116,150
C2,TOP_6_TOP_8_HYSTERESIS,FULL,XTZ,3,1,0,2020-08-31T00:00:00+00:00,2020-09-14T00:00:00+00:00,3.0,3,3
C2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,ADA,68,3,2,2020-07-20T00:00:00+00:00,2022-11-14T00:00:00+00:00,22.666666666666668,23,39
C2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,ATOM,27,3,2,2020-09-07T00:00:00+00:00,2022-04-04T00:00:00+00:00,9.0,11,12
C2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,AVAX,48,2,1,2021-12-27T00:00:00+00:00,2024-02-19T00:00:00+00:00,24.0,24.0,39
C2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,BCHSV,68,2,1,2019-09-02T00:00:00+00:00,2021-02-08T00:00:00+00:00,34.0,34.0,53
C2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,BNB,1,1,0,2021-11-22T00:00:00+00:00,2021-11-22T00:00:00+00:00,1.0,1,1
C2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,BTC,301,1,0,2019-04-01T00:00:00+00:00,2024-12-30T00:00:00+00:00,301.0,301,301
C2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,DOGE,52,5,4,2021-05-17T00:00:00+00:00,2024-06-24T00:00:00+00:00,10.4,11,19
C2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,DOT,20,2,1,2021-08-16T00:00:00+00:00,2022-02-07T00:00:00+00:00,10.0,10.0,16
C2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,ETH,301,1,0,2019-04-01T00:00:00+00:00,2024-12-30T00:00:00+00:00,301.0,301,301
C2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,FET,3,1,0,2024-09-30T00:00:00+00:00,2024-10-14T00:00:00+00:00,3.0,3,3
C2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,GRAM,9,2,1,2023-04-17T00:00:00+00:00,2024-09-23T00:00:00+00:00,4.5,4.5,6
C2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,ICP,5,1,0,2024-02-12T00:00:00+00:00,2024-03-11T00:00:00+00:00,5.0,5,5
C2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,INJ,8,2,1,2023-05-15T00:00:00+00:00,2024-02-05T00:00:00+00:00,4.0,4.0,7
C2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,JASMY,8,2,1,2022-04-11T00:00:00+00:00,2024-07-01T00:00:00+00:00,4.0,4.0,6
C2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,KAS,4,1,0,2023-11-27T00:00:00+00:00,2023-12-18T00:00:00+00:00,4.0,4,4
C2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,KCS,115,2,1,2019-04-01T00:00:00+00:00,2021-08-09T00:00:00+00:00,57.5,57.5,111
C2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,LINK,6,1,0,2023-11-13T00:00:00+00:00,2023-12-18T00:00:00+00:00,6.0,6,6
C2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,LTC,112,4,3,2019-04-01T00:00:00+00:00,2023-09-04T00:00:00+00:00,28.0,18.0,68
C2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,LUNC,10,1,0,2022-09-26T00:00:00+00:00,2022-11-28T00:00:00+00:00,10.0,10,10
C2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,MANA,4,1,0,2021-11-29T00:00:00+00:00,2021-12-20T00:00:00+00:00,4.0,4,4
C2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,NEAR,14,3,2,2022-01-31T00:00:00+00:00,2024-06-03T00:00:00+00:00,4.666666666666667,4,7
C2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,NEO,22,1,0,2019-04-01T00:00:00+00:00,2019-08-26T00:00:00+00:00,22.0,22,22
C2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,ONDO,6,1,0,2024-07-01T00:00:00+00:00,2024-08-05T00:00:00+00:00,6.0,6,6
C2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,OP,4,1,0,2023-03-13T00:00:00+00:00,2023-04-03T00:00:00+00:00,4.0,4,4
C2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,PEPE,38,2,1,2024-03-11T00:00:00+00:00,2024-12-30T00:00:00+00:00,19.0,19.0,33
C2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,SAND,6,1,0,2021-12-06T00:00:00+00:00,2022-01-10T00:00:00+00:00,6.0,6,6
C2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,SHIB,45,5,4,2021-10-25T00:00:00+00:00,2024-06-17T00:00:00+00:00,9.0,11,14
C2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,SOL,151,1,0,2022-02-14T00:00:00+00:00,2024-12-30T00:00:00+00:00,151.0,151,151
C2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,SUI,11,1,0,2024-10-21T00:00:00+00:00,2024-12-30T00:00:00+00:00,11.0,11,11
C2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,TRX,6,1,0,2020-09-21T00:00:00+00:00,2020-10-26T00:00:00+00:00,6.0,6,6
C2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,VET,13,1,0,2021-04-19T00:00:00+00:00,2021-07-12T00:00:00+00:00,13.0,13,13
C2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,WIF,4,1,0,2024-08-12T00:00:00+00:00,2024-09-02T00:00:00+00:00,4.0,4,4
C2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,XMR,23,3,2,2023-05-29T00:00:00+00:00,2024-03-04T00:00:00+00:00,7.666666666666667,9,12
C2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,XRP,290,3,2,2019-04-01T00:00:00+00:00,2024-12-30T00:00:00+00:00,96.66666666666667,116,148
C2,TOP_6_TOP_8_HYSTERESIS,POST_WARMUP,XTZ,3,1,0,2020-08-31T00:00:00+00:00,2020-09-14T00:00:00+00:00,3.0,3,3
D2,TOP_4,FULL,ADA-USDT,43,7,6,2020-06-22T00:00:00+00:00,2022-07-04T00:00:00+00:00,6.142857142857143,7,13
D2,TOP_4,FULL,ATOM-USDT,4,1,0,2022-01-24T00:00:00+00:00,2022-02-14T00:00:00+00:00,4.0,4,4
D2,TOP_4,FULL,AVAX-USDT,14,4,3,2021-12-20T00:00:00+00:00,2024-01-15T00:00:00+00:00,3.5,4.0,5
D2,TOP_4,FULL,BTC-USDT,310,1,0,2019-01-28T00:00:00+00:00,2024-12-30T00:00:00+00:00,310.0,310,310
D2,TOP_4,FULL,DOGE-USDT,25,7,6,2021-05-17T00:00:00+00:00,2024-11-25T00:00:00+00:00,3.5714285714285716,4,8
D2,TOP_4,FULL,DOT-USDT,3,1,0,2022-01-17T00:00:00+00:00,2022-01-31T00:00:00+00:00,3.0,3,3
D2,TOP_4,FULL,ETH-USDT,310,1,0,2019-01-28T00:00:00+00:00,2024-12-30T00:00:00+00:00,310.0,310,310
D2,TOP_4,FULL,ICP-USDT,5,1,0,2024-01-22T00:00:00+00:00,2024-02-19T00:00:00+00:00,5.0,5,5
D2,TOP_4,FULL,JASMY-USDT,1,1,0,2024-06-24T00:00:00+00:00,2024-06-24T00:00:00+00:00,1.0,1,1
D2,TOP_4,FULL,KCS-USDT,90,4,3,2019-03-11T00:00:00+00:00,2021-08-02T00:00:00+00:00,22.5,10.5,67
D2,TOP_4,FULL,LTC-USDT,34,10,9,2019-03-18T00:00:00+00:00,2023-06-12T00:00:00+00:00,3.4,2.0,10
D2,TOP_4,FULL,LUNC-USDT,8,1,0,2022-09-12T00:00:00+00:00,2022-10-31T00:00:00+00:00,8.0,8,8
D2,TOP_4,FULL,NEAR-USDT,6,2,1,2022-04-25T00:00:00+00:00,2024-05-13T00:00:00+00:00,3.0,3.0,4
D2,TOP_4,FULL,ONDO-USDT,2,1,0,2024-07-01T00:00:00+00:00,2024-07-08T00:00:00+00:00,2.0,2,2
D2,TOP_4,FULL,SAND-USDT,3,1,0,2021-12-06T00:00:00+00:00,2021-12-20T00:00:00+00:00,3.0,3,3
D2,TOP_4,FULL,SHIB-USDT,16,5,4,2021-10-25T00:00:00+00:00,2024-06-17T00:00:00+00:00,3.2,2,8
D2,TOP_4,FULL,SOL-USDT,120,8,7,2022-02-07T00:00:00+00:00,2024-12-30T00:00:00+00:00,15.0,7.0,70
D2,TOP_4,FULL,TRX-USDT,3,1,0,2020-09-21T00:00:00+00:00,2020-10-05T00:00:00+00:00,3.0,3,3
D2,TOP_4,FULL,XRP-USDT,230,17,16,2019-04-08T00:00:00+00:00,2024-12-30T00:00:00+00:00,13.529411764705882,5,70
D2,TOP_4,POST_WARMUP,ADA-USDT,43,7,6,2020-06-22T00:00:00+00:00,2022-07-04T00:00:00+00:00,6.142857142857143,7,13
D2,TOP_4,POST_WARMUP,ATOM-USDT,4,1,0,2022-01-24T00:00:00+00:00,2022-02-14T00:00:00+00:00,4.0,4,4
D2,TOP_4,POST_WARMUP,AVAX-USDT,14,4,3,2021-12-20T00:00:00+00:00,2024-01-15T00:00:00+00:00,3.5,4.0,5
D2,TOP_4,POST_WARMUP,BTC-USDT,301,1,0,2019-04-01T00:00:00+00:00,2024-12-30T00:00:00+00:00,301.0,301,301
D2,TOP_4,POST_WARMUP,DOGE-USDT,25,7,6,2021-05-17T00:00:00+00:00,2024-11-25T00:00:00+00:00,3.5714285714285716,4,8
D2,TOP_4,POST_WARMUP,DOT-USDT,3,1,0,2022-01-17T00:00:00+00:00,2022-01-31T00:00:00+00:00,3.0,3,3
D2,TOP_4,POST_WARMUP,ETH-USDT,301,1,0,2019-04-01T00:00:00+00:00,2024-12-30T00:00:00+00:00,301.0,301,301
D2,TOP_4,POST_WARMUP,ICP-USDT,5,1,0,2024-01-22T00:00:00+00:00,2024-02-19T00:00:00+00:00,5.0,5,5
D2,TOP_4,POST_WARMUP,JASMY-USDT,1,1,0,2024-06-24T00:00:00+00:00,2024-06-24T00:00:00+00:00,1.0,1,1
D2,TOP_4,POST_WARMUP,KCS-USDT,87,4,3,2019-04-01T00:00:00+00:00,2021-08-02T00:00:00+00:00,21.75,9.0,67
D2,TOP_4,POST_WARMUP,LTC-USDT,32,10,9,2019-04-01T00:00:00+00:00,2023-06-12T00:00:00+00:00,3.2,1.5,10
D2,TOP_4,POST_WARMUP,LUNC-USDT,8,1,0,2022-09-12T00:00:00+00:00,2022-10-31T00:00:00+00:00,8.0,8,8
D2,TOP_4,POST_WARMUP,NEAR-USDT,6,2,1,2022-04-25T00:00:00+00:00,2024-05-13T00:00:00+00:00,3.0,3.0,4
D2,TOP_4,POST_WARMUP,ONDO-USDT,2,1,0,2024-07-01T00:00:00+00:00,2024-07-08T00:00:00+00:00,2.0,2,2
D2,TOP_4,POST_WARMUP,SAND-USDT,3,1,0,2021-12-06T00:00:00+00:00,2021-12-20T00:00:00+00:00,3.0,3,3
D2,TOP_4,POST_WARMUP,SHIB-USDT,16,5,4,2021-10-25T00:00:00+00:00,2024-06-17T00:00:00+00:00,3.2,2,8
D2,TOP_4,POST_WARMUP,SOL-USDT,120,8,7,2022-02-07T00:00:00+00:00,2024-12-30T00:00:00+00:00,15.0,7.0,70
D2,TOP_4,POST_WARMUP,TRX-USDT,3,1,0,2020-09-21T00:00:00+00:00,2020-10-05T00:00:00+00:00,3.0,3,3
D2,TOP_4,POST_WARMUP,XRP-USDT,230,17,16,2019-04-08T00:00:00+00:00,2024-12-30T00:00:00+00:00,13.529411764705882,5,70
D2,TOP_6,FULL,ADA-USDT,77,11,10,2020-06-15T00:00:00+00:00,2023-05-01T00:00:00+00:00,7.0,1,49
D2,TOP_6,FULL,APE-USDT,5,2,1,2022-07-11T00:00:00+00:00,2022-08-15T00:00:00+00:00,2.5,2.5,4
D2,TOP_6,FULL,APT-USDT,1,1,0,2023-02-27T00:00:00+00:00,2023-02-27T00:00:00+00:00,1.0,1,1
D2,TOP_6,FULL,ATOM-USDT,26,8,7,2020-07-20T00:00:00+00:00,2022-10-10T00:00:00+00:00,3.25,2.5,8
D2,TOP_6,FULL,AVAX-USDT,46,7,6,2021-11-29T00:00:00+00:00,2024-02-19T00:00:00+00:00,6.571428571428571,6,15
D2,TOP_6,FULL,BCH-USDT,4,2,1,2021-05-24T00:00:00+00:00,2023-07-24T00:00:00+00:00,2.0,2.0,3
D2,TOP_6,FULL,BNB-USDT,10,6,5,2021-05-03T00:00:00+00:00,2023-07-03T00:00:00+00:00,1.6666666666666667,1.5,3
D2,TOP_6,FULL,BTC-USDT,310,1,0,2019-01-28T00:00:00+00:00,2024-12-30T00:00:00+00:00,310.0,310,310
D2,TOP_6,FULL,DOGE-USDT,70,10,9,2021-05-17T00:00:00+00:00,2024-12-30T00:00:00+00:00,7.0,3.5,18
D2,TOP_6,FULL,DOT-USDT,28,6,5,2021-02-15T00:00:00+00:00,2022-01-31T00:00:00+00:00,4.666666666666667,4.5,11
D2,TOP_6,FULL,ETH-USDT,310,1,0,2019-01-28T00:00:00+00:00,2024-12-30T00:00:00+00:00,310.0,310,310
D2,TOP_6,FULL,FET-USDT,7,2,1,2024-03-11T00:00:00+00:00,2024-10-14T00:00:00+00:00,3.5,3.5,6
D2,TOP_6,FULL,FIL-USDT,1,1,0,2024-03-11T00:00:00+00:00,2024-03-11T00:00:00+00:00,1.0,1,1
D2,TOP_6,FULL,ICP-USDT,8,1,0,2024-01-15T00:00:00+00:00,2024-03-04T00:00:00+00:00,8.0,8,8
D2,TOP_6,FULL,INJ-USDT,7,2,1,2023-05-08T00:00:00+00:00,2024-01-22T00:00:00+00:00,3.5,3.5,5
D2,TOP_6,FULL,JASMY-USDT,7,3,2,2022-03-28T00:00:00+00:00,2024-07-01T00:00:00+00:00,2.3333333333333335,2,3
D2,TOP_6,FULL,KCS-USDT,118,2,1,2019-03-11T00:00:00+00:00,2021-08-09T00:00:00+00:00,59.0,59.0,114
D2,TOP_6,FULL,LDO-USDT,1,1,0,2023-03-06T00:00:00+00:00,2023-03-06T00:00:00+00:00,1.0,1,1
D2,TOP_6,FULL,LINK-USDT,8,2,1,2023-11-06T00:00:00+00:00,2024-02-12T00:00:00+00:00,4.0,4.0,7
D2,TOP_6,FULL,LTC-USDT,108,12,11,2019-03-18T00:00:00+00:00,2023-08-28T00:00:00+00:00,9.0,2.5,66
D2,TOP_6,FULL,LUNC-USDT,13,2,1,2022-09-12T00:00:00+00:00,2023-01-16T00:00:00+00:00,6.5,6.5,12
D2,TOP_6,FULL,NEAR-USDT,22,5,4,2022-01-17T00:00:00+00:00,2024-07-08T00:00:00+00:00,4.4,5,9
D2,TOP_6,FULL,ONDO-USDT,8,1,0,2024-06-17T00:00:00+00:00,2024-08-05T00:00:00+00:00,8.0,8,8
D2,TOP_6,FULL,OP-USDT,3,1,0,2023-03-13T00:00:00+00:00,2023-03-27T00:00:00+00:00,3.0,3,3
D2,TOP_6,FULL,QNT-USDT,2,1,0,2022-10-24T00:00:00+00:00,2022-10-31T00:00:00+00:00,2.0,2,2
D2,TOP_6,FULL,RUNE-USDT,1,1,0,2023-12-04T00:00:00+00:00,2023-12-04T00:00:00+00:00,1.0,1,1
D2,TOP_6,FULL,SAND-USDT,5,1,0,2021-11-29T00:00:00+00:00,2021-12-27T00:00:00+00:00,5.0,5,5
D2,TOP_6,FULL,SENSO-USDT,4,1,0,2020-06-22T00:00:00+00:00,2020-07-13T00:00:00+00:00,4.0,4,4
D2,TOP_6,FULL,SHIB-USDT,60,10,9,2021-10-25T00:00:00+00:00,2024-12-30T00:00:00+00:00,6.0,4.5,15
D2,TOP_6,FULL,SOL-USDT,150,6,5,2021-11-08T00:00:00+00:00,2024-12-30T00:00:00+00:00,25.0,1.5,105
D2,TOP_6,FULL,TAO-USDT,1,1,0,2024-10-14T00:00:00+00:00,2024-10-14T00:00:00+00:00,1.0,1,1
D2,TOP_6,FULL,TRX-USDT,62,5,4,2019-03-18T00:00:00+00:00,2022-05-30T00:00:00+00:00,12.4,2,53
D2,TOP_6,FULL,WIF-USDT,9,2,1,2024-07-15T00:00:00+00:00,2024-10-21T00:00:00+00:00,4.5,4.5,8
D2,TOP_6,FULL,XMR-USDT,30,6,5,2023-05-22T00:00:00+00:00,2024-11-18T00:00:00+00:00,5.0,4.5,9
D2,TOP_6,FULL,XRP-USDT,294,5,4,2019-03-18T00:00:00+00:00,2024-12-30T00:00:00+00:00,58.8,27,150
D2,TOP_6,FULL,XTZ-USDT,17,2,1,2020-03-23T00:00:00+00:00,2020-09-07T00:00:00+00:00,8.5,8.5,10
D2,TOP_6,POST_WARMUP,ADA-USDT,77,11,10,2020-06-15T00:00:00+00:00,2023-05-01T00:00:00+00:00,7.0,1,49
D2,TOP_6,POST_WARMUP,APE-USDT,5,2,1,2022-07-11T00:00:00+00:00,2022-08-15T00:00:00+00:00,2.5,2.5,4
D2,TOP_6,POST_WARMUP,APT-USDT,1,1,0,2023-02-27T00:00:00+00:00,2023-02-27T00:00:00+00:00,1.0,1,1
D2,TOP_6,POST_WARMUP,ATOM-USDT,26,8,7,2020-07-20T00:00:00+00:00,2022-10-10T00:00:00+00:00,3.25,2.5,8
D2,TOP_6,POST_WARMUP,AVAX-USDT,46,7,6,2021-11-29T00:00:00+00:00,2024-02-19T00:00:00+00:00,6.571428571428571,6,15
D2,TOP_6,POST_WARMUP,BCH-USDT,4,2,1,2021-05-24T00:00:00+00:00,2023-07-24T00:00:00+00:00,2.0,2.0,3
D2,TOP_6,POST_WARMUP,BNB-USDT,10,6,5,2021-05-03T00:00:00+00:00,2023-07-03T00:00:00+00:00,1.6666666666666667,1.5,3
D2,TOP_6,POST_WARMUP,BTC-USDT,301,1,0,2019-04-01T00:00:00+00:00,2024-12-30T00:00:00+00:00,301.0,301,301
D2,TOP_6,POST_WARMUP,DOGE-USDT,70,10,9,2021-05-17T00:00:00+00:00,2024-12-30T00:00:00+00:00,7.0,3.5,18
D2,TOP_6,POST_WARMUP,DOT-USDT,28,6,5,2021-02-15T00:00:00+00:00,2022-01-31T00:00:00+00:00,4.666666666666667,4.5,11
D2,TOP_6,POST_WARMUP,ETH-USDT,301,1,0,2019-04-01T00:00:00+00:00,2024-12-30T00:00:00+00:00,301.0,301,301
D2,TOP_6,POST_WARMUP,FET-USDT,7,2,1,2024-03-11T00:00:00+00:00,2024-10-14T00:00:00+00:00,3.5,3.5,6
D2,TOP_6,POST_WARMUP,FIL-USDT,1,1,0,2024-03-11T00:00:00+00:00,2024-03-11T00:00:00+00:00,1.0,1,1
D2,TOP_6,POST_WARMUP,ICP-USDT,8,1,0,2024-01-15T00:00:00+00:00,2024-03-04T00:00:00+00:00,8.0,8,8
